"filename", "language", "YAML", "Markdown", "Ruby", "HTML", "JSON", "MS SQL", "JavaScript", "SCSS", "vue", "JSON with Comments", "XML", "TypeScript", "Shell Script", "Docker", "Ignore", "Properties", "TOML", "Makefile", "comment", "blank", "total"
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/agent_summary_builder.rb", "Ruby", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 40
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/base_summary_builder.rb", "Ruby", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 51
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/bot_metrics_builder.rb", "Ruby", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 55
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/conversations/base_report_builder.rb", "Ruby", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/conversations/metric_builder.rb", "Ruby", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 31
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/conversations/report_builder.rb", "Ruby", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/inbox_summary_builder.rb", "Ruby", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 51
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/label_summary_builder.rb", "Ruby", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 104
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/team_summary_builder.rb", "Ruby", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 38
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/timeseries/average_report_builder.rb", "Ruby", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 49
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/timeseries/base_timeseries_builder.rb", "Ruby", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 47
"/home/moura/projetos/chatwoot/chatwoot/app/builders/v2/reports/timeseries/count_report_builder.rb", "Ruby", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 72
"/home/moura/projetos/chatwoot/chatwoot/app/channels/application_cable/channel.rb", "Ruby", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/moura/projetos/chatwoot/chatwoot/app/channels/application_cable/connection.rb", "Ruby", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/moura/projetos/chatwoot/chatwoot/app/channels/room_channel.rb", "Ruby", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 60
"/home/moura/projetos/chatwoot/chatwoot/app/controllers/android_app_controller.rb", "Ruby", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/moura/projetos/chatwoot/chatwoot/app/controllers/api/base_controller.rb", "Ruby", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/home/moura/projetos/chatwoot/chatwoot/app/controllers/api/v1/accounts/actions/contact_merges_controller.rb", "Ruby", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/moura/projetos/chatwoot/chatwoot/app/controllers/api/v1/accounts/agent_bots_controller.rb", "Ruby", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 52
"/home/moura/projetos/chatwoot/chatwoot/app/controllers/api/v1/accounts/agents_controller.rb", "Ruby", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24, 114
"/home/moura/projetos/chatwoot/chatwoot/app/controllers/api/v1/accounts/articles_controller.rb", "Ruby", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 86
"/home/moura/projetos/chatwoot/chatwoot/app/controllers/api/v1/accounts/assignable_agents_controller.rb", "Ruby", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"/home/moura/projetos/chatwoot/chatwoot/app/controllers/api/v1/accounts/assignment_policies/inboxes_controller.rb", "Ruby", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"/home/moura/projetos/chatwoot/chatwoot/app/controllers/api/v1/accounts/assignment_policies_controller.rb", "Ruby", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 37
"/home/moura/projetos/chatwoot/chatwoot/app/controllers/api/v1/accounts/automation_rules_controller.rb", "Ruby", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 77
"/home/moura/projetos/chatwoot/chatwoot/app/controllers/api/v1/accounts/base_controller.rb", "Ruby", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
